fullname,part_of
Miniopterus paululus,Miniopterus
Miniopterus medius,Miniopterus
Miniopterus natalensis,Miniopterus
Miniopterus majori,Miniopterus
Miniopterus macrocneme,Miniopterus
Miniopterus manavi,Miniopterus
Miniopterus gleni,Miniopterus
Myotis yanbarensis,Myotis
Miniopterus africanus,Miniopterus
Myotis oxygnathus,Myotis
Myotis punicus,Myotis
Myotis occultus,Myotis
Myotis nipalensis,Myotis
Myotis melanorhinus,Myotis
Myotis moluccarum,Myotis
Myotis laniger,Myotis
Myotis macropus,Myotis
Myotis hermani,Myotis
Myotis hajastanicus,Myotis
Myotis gomantongensis,Myotis
Myotis fimbriatus,Myotis
Myotis davidii,Myotis
Myotis daubentonii,Myotis
Myotis csorbai,Myotis
Myotis bucharensis,Myotis
Myotis brandtii,Myotis
Myotis bocagii,Myotis
Myotis ater,Myotis
Myotis annamiticus,Myotis
Myotis bechsteinii,Myotis
Myotis anjouanensis,Myotis
Cistugo seabrae,Cistugo
Cistugo lesueuri,Cistugo
Bauerus dubiaquercus,Bauerus
Vespertilio sinensis,Vespertilio
Myotis alcathoe,Myotis
Vespadelus vulturnus,Vespadelus
Vespadelus regulus,Vespadelus
Vespadelus troughtoni,Vespadelus
Vespadelus pumilus,Vespadelus
Vespadelus finlaysoni,Vespadelus
Vespadelus darlingtoni,Vespadelus
Vespadelus caurinus,Vespadelus
Vespadelus douglasorum,Vespadelus
Vespadelus baverstocki,Vespadelus
Neoromicia zuluensis,Neoromicia
Neoromicia tenuipinnis,Neoromicia
Neoromicia rendalli,Neoromicia
Neoromicia helios,Neoromicia
Neoromicia guineensis,Neoromicia
Neoromicia flavescens,Neoromicia
Hypsugo vordermanni,Hypsugo
Hypsugo savii,Hypsugo
Neoromicia capensis,Neoromicia
Hypsugo pulveratus,Hypsugo
Hypsugo musciculus,Hypsugo
Hypsugo macrotis,Hypsugo
Hypsugo crassulus,Hypsugo
Hypsugo imbricatus,Hypsugo
Hypsugo bodenheimeri,Hypsugo
Hypsugo eisentrauti,Hypsugo
Hypsugo joffrei,Hypsugo
Hypsugo lophurus,Hypsugo
Hypsugo ariel,Hypsugo
Hypsugo anthonyi,Hypsugo
Hypsugo arabicus,Hypsugo
Hypsugo cadornae,Hypsugo
Hypsugo anchietae,Hypsugo
Histiotus laephotis,Histiotus
Histiotus humboldti,Histiotus
Histiotus magellanicus,Histiotus
Glauconycteris variegata,Glauconycteris
Glauconycteris poensis,Glauconycteris
Glauconycteris machadoi,Glauconycteris
Glauconycteris kenyacola,Glauconycteris
Glauconycteris gleni,Glauconycteris
Glauconycteris humeralis,Glauconycteris
Glauconycteris egeria,Glauconycteris
Glauconycteris curryae,Glauconycteris
Glauconycteris beatrix,Glauconycteris
Glauconycteris argentata,Glauconycteris
Falsistrellus tasmaniensis,Falsistrellus
Glauconycteris alboguttata,Glauconycteris
Falsistrellus petersi,Falsistrellus
Falsistrellus mordax,Falsistrellus
Chalinolobus neocaledonicus,Chalinolobus
Falsistrellus mackenziei,Falsistrellus
Falsistrellus affinis,Falsistrellus
Plecotus sardus,Plecotus
Plecotus kolombatovici,Plecotus
Plecotus alpinus,Plecotus
Plecotus balensis,Plecotus
Pipistrellus wattsi,Pipistrellus
Scotozous dormeri,Scotozous
Pipistrellus westralis,Pipistrellus
Pipistrellus rueppellii,Pipistrellus
Pipistrellus deserti,Pipistrellus
Pipistrellus papuanus,Pipistrellus
Pipistrellus hesperidus,Pipistrellus
Pipistrellus pygmaeus,Pipistrellus
Pipistrellus adamsi,Pipistrellus
Pipistrellus collinus,Pipistrellus
Hypsugo kitcheneri,Hypsugo
Pipistrellus angulatus,Pipistrellus
Pipistrellus abramus,Pipistrellus
Nyctalus plancyi,Nyctalus
Nyctophilus nebulosus,Nyctophilus
Nyctophilus bifax,Nyctophilus
Nyctophilus howensis,Nyctophilus
Nyctalus furvus,Nyctalus
Scotorepens sanborni,Scotorepens
Scotorepens greyii,Scotorepens
Scotorepens orion,Scotorepens
Scotophilus nucella,Scotophilus
Scotorepens balstoni,Scotorepens
Scotophilus collinus,Scotophilus
Scotoecus hindei,Scotoecus
Scotophilus heathii,Scotophilus
Scotoecus albigula,Scotoecus
Scoteanax rueppellii,Scoteanax
Rhogeessa hussoni,Rhogeessa
Rhogeessa aeneus,Rhogeessa
Rhogeessa io,Rhogeessa
Nycticeius cubanus,Nycticeius
Nycticeius aenobarbus,Nycticeius
Lasiurus salinae,Lasiurus
Lasiurus varius,Lasiurus
Lasiurus insularis,Lasiurus
Lasiurus ebenus,Lasiurus
Lasiurus degelidus,Lasiurus
Lasiurus pfeifferi,Lasiurus
Lasiurus atratus,Lasiurus
Eptesicus nilssonii,Eptesicus
Eptesicus matroka,Eptesicus
Eptesicus japonensis,Eptesicus
Eptesicus gobiensis,Eptesicus
Eptesicus dimissus,Eptesicus
Eptesicus chiriquinus,Eptesicus
Arielulus torquatus,Arielulus
Arielulus societatis,Arielulus
Eptesicus andinus,Eptesicus
Arielulus cuprosus,Arielulus
Arielulus circumdatus,Arielulus
Arielulus aureocollaris,Arielulus
Tadarida latouchei,Tadarida
Tadarida kuboriensis,Tadarida
Tadarida insignis,Tadarida
Sauromys petrophilus,Sauromys
Platymops setiger,Platymops
Otomops madagascariensis,Otomops
Otomops johnstonei,Otomops
Mops leucostigma,Mops
Mormopterus loriae,Mormopterus
Molossus rufus,Molossus
Molossus currentium,Molossus
Molossus coibensis,Molossus
Molossus barnesi,Molossus
Molossus aztecus,Molossus
Eumops trumbulli,Eumops
Cynomops planirostris,Cynomops
Eumops patagonicus,Eumops
Cynomops paranus,Cynomops
Cynomops mexicanus,Cynomops
Cynomops greenhalli,Cynomops
Cynomops abrasus,Cynomops
Cheiromeles parvidens,Cheiromeles
Chaerephon tomensis,Chaerephon
Chaerephon solomonis,Chaerephon
Chaerephon shortridgei,Chaerephon
Chaerephon russatus,Chaerephon
Chaerephon pumilus,Chaerephon
Chaerephon plicatus,Chaerephon
Chaerephon leucogaster,Chaerephon
Chaerephon bregullae,Chaerephon
Chaerephon bivittatus,Chaerephon
Nyctiellus lepidus,Nyctiellus
Natalus primus,Natalus
Natalus jamaicensis,Natalus
Natalus major,Natalus
Chilonatalus tumidifrons,Chilonatalus
Chilonatalus micropus,Chilonatalus
Thyroptera lavali,Thyroptera
Pteronotus pristinus,Pteronotus
Mormoops magna,Mormoops
Vampyressa thyone,Vampyressa
Enchisthenes hartii,Enchisthenes
Sturnira oporaphilum,Sturnira
Sturnira mistratensis,Sturnira
Carollia sowelli,Carollia
Trinycteris nicefori,Trinycteris
Tonatia saurophila,Tonatia
Neonycteris pusilla,Neonycteris
Mimon koepckeae,Mimon
Micronycteris sanborni,Micronycteris
Mimon cozumelae,Mimon
Micronycteris microtis,Micronycteris
Micronycteris matses,Micronycteris
Micronycteris brosseti,Micronycteris
Lophostoma schulzi,Lophostoma
Lophostoma silvicolum,Lophostoma
Lophostoma carrikeri,Lophostoma
Lophostoma evotis,Lophostoma
Lophostoma brasiliense,Lophostoma
Lonchorhina inusitata,Lonchorhina
Glyphonycteris sylvestris,Glyphonycteris
Glyphonycteris daviesi,Glyphonycteris
Glyphonycteris behnii,Glyphonycteris
Anoura luismanueli,Anoura
Phyllonycteris major,Phyllonycteris
Lampronycteris brachyotis,Lampronycteris
Nycteris parisii,Nycteris
Nycteris vinsoni,Nycteris
Nycteris madagascariensis,Nycteris
Nycteris aurita,Nycteris
Peropteryx trinitatis,Peropteryx
Centronycteris centralis,Centronycteris
Taphozous troughtoni,Taphozous
Emballonura serii,Emballonura
Rhinopoma macinnesi,Rhinopoma
Taphozous achates,Taphozous
Rhinopoma hardwickii,Rhinopoma
Triaenops rufus,Triaenops
Hipposideros vittatus,Hipposideros
Saccopteryx antioquensis,Saccopteryx
Hipposideros thomensis,Hipposideros
Hipposideros sumbae,Hipposideros
Hipposideros sorenseni,Hipposideros
Hipposideros scutinares,Hipposideros
Hipposideros rotalis,Hipposideros
Hipposideros pelingensis,Hipposideros
Hipposideros orbiculus,Hipposideros
Hipposideros madurae,Hipposideros
Hipposideros hypophyllus,Hipposideros
Hipposideros inornatus,Hipposideros
Hipposideros grandis,Hipposideros
Hipposideros gigas,Hipposideros
Hipposideros edwardshilli,Hipposideros
Hipposideros demissus,Hipposideros
Hipposideros durgadasi,Hipposideros
Coelops frithii,Coelops
Rhinolophus ziama,Rhinolophus
Rhinolophus siamensis,Rhinolophus
Rhinolophus sinicus,Rhinolophus
Rhinolophus shortridgei,Rhinolophus
Rhinolophus ruwenzorii,Rhinolophus
Rhinolophus sakejiensis,Rhinolophus
Rhinolophus montanus,Rhinolophus
Rhinolophus maendeleo,Rhinolophus
Rhinolophus madurensis,Rhinolophus
Rhinolophus hildebrandtii,Rhinolophus
Rhinolophus formosae,Rhinolophus
Rhinolophus convexus,Rhinolophus
Rousettus linduensis,Rousettus
Rousettus leschenaultii,Rousettus
Pteropus yapensis,Pteropus
Rousettus bidens,Rousettus
Pteropus ualanus,Pteropus
Pteropus temminckii,Pteropus
Pteropus rennelli,Pteropus
Pteropus pelewensis,Pteropus
Pteropus loochoensis,Pteropus
Pteropus keyensis,Pteropus
Pteropus intermedius,Pteropus
Pteropus cognatus,Pteropus
Pteropus gilliardorum,Pteropus
Pteropus capistratus,Pteropus
Pteropus aruensis,Pteropus
Pteralopex taki,Pteralopex
Plerotes anchietae,Plerotes
Paranyctimene tenax,Paranyctimene
Notopteris neocaledonica,Notopteris
Nyctimene keasti,Nyctimene
Melonycteris fardoulisi,Melonycteris
Nanonycteris veldkampii,Nanonycteris
Lissonycteris angolensis,Lissonycteris
Epomops dobsonii,Epomops
Epomophorus minor,Epomophorus
Epomophorus crypturus,Epomophorus
Eonycteris robusta,Eonycteris
Dobsonia peronii,Dobsonia
Dyacopterus brooksi,Dyacopterus
Dobsonia magna,Dobsonia
Dobsonia anderseni,Dobsonia
Dobsonia crenulata,Dobsonia
Cynopterus luzoniensis,Cynopterus
Cynopterus minutus,Cynopterus
Cynopterus horsfieldii,Cynopterus
Aethalops aequalis,Aethalops
Trachypithecus shortridgei,Trachypithecus
Trachypithecus poliocephalus,Trachypithecus
Chlorocebus cynosuros,Chlorocebus
Trachypithecus laotum,Trachypithecus
Propithecus deckenii,Propithecus
Chiropotes israelita,Chiropotes
Gorilla beringei,Gorilla
Brachyteles hypoxanthus,Brachyteles
Symphalangus syndactylus,Symphalangus
Nomascus gabriellae,Nomascus
Nomascus siki,Nomascus
Pongo abelii,Pongo
Nomascus annamensis,Nomascus
Nomascus nasutus,Nomascus
Nomascus leucogenys,Nomascus
Nomascus hainanus,Nomascus
Nomascus concolor,Nomascus
Hylobates albibarbis,Hylobates
Hoolock leuconedys,Hoolock
Hoolock hoolock,Hoolock
Trachypithecus hatinhensis,Trachypithecus
Trachypithecus delacouri,Trachypithecus
Trachypithecus leucocephalus,Trachypithecus
Trachypithecus ebenus,Trachypithecus
Trachypithecus barbei,Trachypithecus
Trachypithecus germaini,Trachypithecus
Trachypithecus selangorensis,Trachypithecus
Semnopithecus hypoleucos,Semnopithecus
Semnopithecus johnii,Semnopithecus
Semnopithecus priam,Semnopithecus
Semnopithecus vetulus,Semnopithecus
Semnopithecus hector,Semnopithecus
Semnopithecus schistaceus,Semnopithecus
Semnopithecus ajax,Semnopithecus
Rhinopithecus strykeri,Rhinopithecus
Simias concolor,Simias
Rhinopithecus brelichi,Rhinopithecus
Rhinopithecus bieti,Rhinopithecus
Rhinopithecus avunculus,Rhinopithecus
Rhinopithecus roxellana,Rhinopithecus
Presbytis natunae,Presbytis
Presbytis siamensis,Presbytis
Presbytis chrysomelas,Presbytis
Piliocolobus parmentieri,Piliocolobus
Piliocolobus tholloni,Piliocolobus
Piliocolobus oustaleti,Piliocolobus
Piliocolobus foai,Piliocolobus
Piliocolobus langi,Piliocolobus
Piliocolobus semlikiensis,Piliocolobus
Piliocolobus rufomitratus,Piliocolobus
Piliocolobus preussi,Piliocolobus
Piliocolobus epieni,Piliocolobus
Piliocolobus bouvieri,Piliocolobus
Piliocolobus pennantii,Piliocolobus
Piliocolobus gordonorum,Piliocolobus
Piliocolobus waldronae,Piliocolobus
Piliocolobus badius,Piliocolobus
Colobus vellerosus,Colobus
Piliocolobus kirkii,Piliocolobus
Cercopithecus lomamiensis,Cercopithecus
Cercopithecus denti,Cercopithecus
Cercopithecus roloway,Cercopithecus
Cercopithecus lowei,Cercopithecus
Allochrocebus solatus,Allochrocebus
Allochrocebus preussi,Allochrocebus
Chlorocebus djamdjamensis,Chlorocebus
Chlorocebus sabaeus,Chlorocebus
Miopithecus ogouensis,Miopithecus
Chlorocebus tantalus,Chlorocebus
Papio papio,Papio
Chlorocebus pygerythrus,Chlorocebus
Papio cynocephalus,Papio
Papio anubis,Papio
Papio ursinus,Papio
Rungwecebus kipunji,Rungwecebus
Lophocebus aterrimus,Lophocebus
Cercocebus atys,Cercocebus
Cercocebus sanjei,Cercocebus
Macaca munzala,Macaca
Macaca leonina,Macaca
Macaca siberu,Macaca
Macaca pagensis,Macaca
Macaca nigrescens,Macaca
Macaca hecki,Macaca
Lagothrix lagothricha,Lagothrix
Alouatta ululata,Alouatta
Ateles hybridus,Ateles
Alouatta guariba,Alouatta
Alouatta nigerrima,Alouatta
Alouatta discolor,Alouatta
Alouatta macconnelli,Alouatta
Alouatta arctoidea,Alouatta
Chiropotes utahickae,Chiropotes
Chiropotes chiropotes,Chiropotes
Aotus jorgehernandezi,Aotus
Aotus azarae,Aotus
Aotus zonalis,Aotus
Aotus griseimembra,Aotus
Cebus aequatorialis,Cebus
Cebus malitiosus,Cebus
Cebus leucocephalus,Cebus
Cebus cesarae,Cebus
Cebus versicolor,Cebus
Cebus imitator,Cebus
Cebus kaapori,Cebus
Cebus brunneus,Cebus
Cebus unicolor,Cebus
Cebus cuscinus,Cebus
Cebus yuracus,Cebus
Sapajus macrocephalus,Sapajus
Sapajus flavius,Sapajus
Sapajus xanthosternos,Sapajus
Sapajus robustus,Sapajus
Sapajus apella,Sapajus
Sapajus cay,Sapajus
Sapajus nigritus,Sapajus
Saimiri macrodon,Saimiri
Saimiri cassiquiarensis,Saimiri
Sapajus libidinosus,Sapajus
Saguinus martinsi,Saguinus
Saguinus niger,Saguinus
Mico humeralifer,Mico
Mico saterei,Mico
Mico mauesi,Mico
Mico acariensis,Mico
Mico nigriceps,Mico
Mico marcai,Mico
Mico rondoni,Mico
Mico intermedius,Mico
Mico melanurus,Mico
Mico emiliae,Mico
Mico leucippe,Mico
Mico argentatus,Mico
Tarsius wallacei,Tarsius
Tarsius tumpara,Tarsius
Tarsius lariang,Tarsius
Tarsius sangirensis,Tarsius
Tarsius pelengensis,Tarsius
Cebuella pygmaea,Cebuella
Tarsius dentatus,Tarsius
Tarsius fuscus,Tarsius
Tarsius tarsier,Tarsius
Cephalopachus bancanus,Cephalopachus
Nycticebus borneanus,Nycticebus
Nycticebus kayan,Nycticebus
Carlito syrichta,Carlito
Nycticebus bancanus,Nycticebus
Nycticebus javanicus,Nycticebus
Loris lydekkerianus,Loris
Nycticebus menagensis,Nycticebus
Nycticebus bengalensis,Nycticebus
Sciurocheirus makandensis,Sciurocheirus
Sciurocheirus gabonensis,Sciurocheirus
Sciurocheirus alleni,Sciurocheirus
Galagoides thomasi,Galagoides
Propithecus perrieri,Propithecus
Propithecus edwardsi,Propithecus
Avahi unicolor,Avahi
Propithecus coronatus,Propithecus
Propithecus coquereli,Propithecus
Propithecus candidus,Propithecus
Avahi cleesei,Avahi
Avahi occidentalis,Avahi
Avahi ramanantsoavani,Avahi
Avahi meridionalis,Avahi
Avahi betsileo,Avahi
Avahi peyrierasi,Avahi
Avahi mooreorum,Avahi
Varecia rubra,Varecia
Eulemur flavifrons,Eulemur
Eulemur collaris,Eulemur
Eulemur cinereiceps,Eulemur
Eulemur sanfordi,Eulemur
Eulemur albifrons,Eulemur
Eulemur rufus,Eulemur
Eulemur rufifrons,Eulemur
Hapalemur alaotrensis,Hapalemur
Prolemur simus,Prolemur
Lepilemur petteri,Lepilemur
Hapalemur occidentalis,Hapalemur
Hapalemur meridionalis,Hapalemur
Lepilemur randrianasoloi,Lepilemur
Lepilemur ahmansonorum,Lepilemur
Lepilemur hubbardi,Lepilemur
Lepilemur otto,Lepilemur
Lepilemur aeeclis,Lepilemur
Lepilemur grewcockorum,Lepilemur
Lepilemur sahamalazensis,Lepilemur
Lepilemur mittermeieri,Lepilemur
Lepilemur tymerlachsoni,Lepilemur
Lepilemur milanoii,Lepilemur
Lepilemur scottorum,Lepilemur
Lepilemur seali,Lepilemur
Lepilemur hollandorum,Lepilemur
Lepilemur fleuretae,Lepilemur
Lepilemur wrightae,Lepilemur
Lepilemur jamesorum,Lepilemur
Lepilemur betsileo,Lepilemur
Phaner electromontis,Phaner
Phaner pallescens,Phaner
Phaner parienti,Phaner
Cheirogaleus lavasoensis,Cheirogaleus
Cheirogaleus minusculus,Cheirogaleus
Cheirogaleus sibreei,Cheirogaleus
Mirza zaza,Mirza
Mirza coquereli,Mirza
Microcebus tanosi,Microcebus
Microcebus mittermeieri,Microcebus
Microcebus marohita,Microcebus
Microcebus macarthurii,Microcebus
Microcebus simmonsi,Microcebus
Microcebus lehilahytsara,Microcebus
Microcebus gerpi,Microcebus
Microcebus jollyae,Microcebus
Microcebus arnholdi,Microcebus
Microcebus mamiratra,Microcebus
Microcebus tavaratra,Microcebus
Microcebus sambiranensis,Microcebus
Microcebus margotmarshae,Microcebus
Microcebus danfossi,Microcebus
Microcebus bongolavensis,Microcebus
Microcebus ravelobensis,Microcebus
Microcebus myoxinus,Microcebus
Microcebus griseorufus,Microcebus
Microcebus berthae,Microcebus
Antechinus arktos,Antechinus
Inia araguaiaensis,Inia
Leopardus guttulus,Leopardus
Tapirus kabomani,Tapirus
Antechinus mysticus,Antechinus
Antechinus argentus,Antechinus
Biswamoyopterus laoensis,Biswamoyopterus
Neofelis diardi,Neofelis
Urocitellus washingtoni,Urocitellus
Urocitellus undulatus,Urocitellus
Urocitellus richardsonii,Urocitellus
Urocitellus parryii,Urocitellus
Petaurista caniceps,Petaurista
Urocitellus townsendii,Urocitellus
Urocitellus mollis,Urocitellus
Urocitellus elegans,Urocitellus
Urocitellus canus,Urocitellus
Urocitellus beldingi,Urocitellus
Urocitellus brunneus,Urocitellus
Urocitellus armatus,Urocitellus
Urocitellus columbianus,Urocitellus
Xerospermophilus tereticaudus,Xerospermophilus
Xerospermophilus spilosoma,Xerospermophilus
Callospermophilus madrensis,Callospermophilus
Ictidomys tridecemlineatus,Ictidomys
Otospermophilus variegatus,Otospermophilus
Xerospermophilus mohavensis,Xerospermophilus
Spermophilus taurensis,Spermophilus
Callospermophilus saturatus,Callospermophilus
Callospermophilus lateralis,Callospermophilus
Poliocitellus franklinii,Poliocitellus
Otospermophilus beecheyi,Otospermophilus
Ictidomys mexicanus,Ictidomys
Otospermophilus atricapillus,Otospermophilus
Notocitellus annulatus,Notocitellus
Notocitellus adocetus,Notocitellus
Spermophilus ralli,Spermophilus
Ictidomys parvidens,Ictidomys
Spermophilus pallidicauda,Spermophilus
Spermophilus brevicauda,Spermophilus
Tamiops rodolphii,Tamiops
Tamiops mcclellandii,Tamiops
Prosciurillus rosenbergii,Prosciurillus
Petinomys mindanensis,Petinomys
Dremomys gularis,Dremomys
Eoglaucomys fimbriatus,Eoglaucomys
Hylopetes platyurus,Hylopetes
Tapirella bairdii,Tapirella
Acrocodia indica,Acrocodia
Equus hartmannae,Equus
Ceratotherium cottoni,Ceratotherium
Bassaricyon medius,Bassaricyon
Equus ferus,Equus
Bassaricyon neblina,Bassaricyon
Equus africanus,Equus
Chaetodipus dalquesti,Chaetodipus
Heteromys oasicus,Heteromys
Chaetodipus rudinoris,Chaetodipus
Heteromys teleus,Heteromys
Cratogeomys fumosus,Cratogeomys
Cratogeomys merriami,Cratogeomys
Cratogeomys goldmani,Cratogeomys
Cratogeomys castanops,Cratogeomys
Cratogeomys perotensis,Cratogeomys
Cephalophus brookei,Cephalophus
Naemorhedus griseus,Naemorhedus
Capricornis thar,Capricornis
Capricornis sumatraensis,Capricornis
Oryx beisa,Oryx
Capricornis swinhoei,Capricornis
Xerospermophilus perotensis,Xerospermophilus
Sus verrucosus,Sus
Axis kuhlii,Axis
Madoqua saltiana,Madoqua
Philantomba maxwellii,Philantomba
Hippopotamus laloumena,Hippopotamus
Capricornis rubidus,Capricornis
Cratogeomys fulvescens,Cratogeomys
Capricornis milneedwardsii,Capricornis
Philantomba monticola,Philantomba
Vicugna pacos,Vicugna
Nanger soemmerringii,Nanger
Capricornis crispus,Capricornis
Nanger granti,Nanger
Pseudoryx nghetinhensis,Pseudoryx
Nanger dama,Nanger
Gazella erlangeri,Gazella
Saiga borealis,Saiga
Eudorcas thomsonii,Eudorcas
Eudorcas rufina,Eudorcas
Eudorcas rufifrons,Eudorcas
Damaliscus superstes,Damaliscus
Perognathus alticolus,Perognathus
Damaliscus korrigum,Damaliscus
Alcelaphus lichtensteinii,Alcelaphus
Beatragus hunteri,Beatragus
Alcelaphus caama,Alcelaphus
Rusa timorensis,Rusa
Rusa unicolor,Rusa
Rusa alfredi,Rusa
Rucervus duvaucelii,Rucervus
Rucervus schomburgki,Rucervus
Muntiacus vuquangensis,Muntiacus
Muntiacus truongsonensis,Muntiacus
Rucervus eldii,Rucervus
Muntiacus rooseveltorum,Muntiacus
Muntiacus putaoensis,Muntiacus
Muntiacus puhoatensis,Muntiacus
Mazama temama,Mazama
Mazama gouazoubira,Mazama
Mazama pandora,Mazama
Mazama bororo,Mazama
Moschus leucogaster,Moschus
Moschus cupreus,Moschus
Moschus anhuiensis,Moschus
Tragulus williamsoni,Tragulus
Tragulus versicolor,Tragulus
Tragulus nigricans,Tragulus
Tragulus kanchil,Tragulus
Alces americanus,Alces
Sus oliveri,Sus
Sus ahoenobarbus,Sus
Babyrousa togeanensis,Babyrousa
Babyrousa bolabatuensis,Babyrousa
Babyrousa celebensis,Babyrousa
Sphiggurus insidiosus,Sphiggurus
Mesocapromys melanurus,Mesocapromys
Phyllomys blainvilii,Phyllomys
Chinchilla lanigera,Chinchilla
Capromys gundlachianus,Capromys
Trinomys yonenagae,Trinomys
Trinomys setosus,Trinomys
Trinomys myosuros,Trinomys
Trinomys paratus,Trinomys
Trinomys moojeni,Trinomys
Trinomys mirapitanga,Trinomys
Trinomys iheringi,Trinomys
Trinomys gratiosus,Trinomys
Trinomys eliasi,Trinomys
Trinomys dimidiatus,Trinomys
Trinomys albispinus,Trinomys
Thrichomys pachyurus,Thrichomys
Thrichomys inermis,Thrichomys
Proechimys pattoni,Proechimys
Proechimys roberti,Proechimys
Proechimys guyannensis,Proechimys
Proechimys kulinae,Proechimys
Proechimys gardneri,Proechimys
Proechimys echinothrix,Proechimys
Mesomys occultus,Mesomys
Phyllomys unicolor,Phyllomys
Phyllomys thomasi,Phyllomys
Phyllomys pattoni,Phyllomys
Phyllomys nigrispinus,Phyllomys
Phyllomys mantiqueirensis,Phyllomys
Phyllomys medius,Phyllomys
Phyllomys lundi,Phyllomys
Phyllomys lamarum,Phyllomys
Phyllomys kerri,Phyllomys
Phyllomys dasythrix,Phyllomys
Phyllomys brasiliensis,Phyllomys
Makalata rhipidura,Makalata
Makalata occasius,Makalata
Makalata obscura,Makalata
Makalata macrura,Makalata
Makalata grandis,Makalata
Isothrix sinnamariensis,Isothrix
Makalata didelphoides,Makalata
Callistomys pictus,Callistomys
Isothrix negrensis,Isothrix
Cuscomys oblativa,Cuscomys
Cuscomys ashaninka,Cuscomys
Abrocoma vaccarum,Abrocoma
Abrocoma uspallata,Abrocoma
Abrocoma shistacea,Abrocoma
Abrocoma famatina,Abrocoma
Abrocoma budini,Abrocoma
Salinoctomys loschalchalerosorum,Salinoctomys
